parameter,log_loss_train,log_loss_validation
3.0,0.016433559899858535,0.01910636781426946
4.0,0.015018074909237972,0.019182730536868146
5.0,0.013847147447141689,0.019246095290339882
6.0,0.012880392079021303,0.019311728166842332
7.0,0.012075543407788094,0.019348730462040598
