parameter_index,parameter,log_loss_train,log_loss_validation
0.0,8.0,,
1.0,16.0,0.010593213980474274,0.017292452383118533
2.0,24.0,0.013237658642919026,0.01586616774799154
3.0,32.0,0.01479676655399911,0.01564291279993462
4.0,40.0,0.015472190277623426,0.01568815584223733
5.0,48.0,0.015858835648045955,0.015730749547950718
6.0,56.0,0.016317283614075428,0.015870857720915257
7.0,64.0,0.016728930204037856,0.016025330464748782
