parameter_index,parameter,log_loss_train,log_loss_validation
0.0,0.25,0.01375453458458663,0.015472934477000964
1.0,0.5,0.012957484818282412,0.015440007517749647
2.0,0.75,0.0124756523068889,0.015486429733677455
3.0,1.0,0.012047994162932936,0.015484313809765771
4.0,1.25,0.011752029738270657,0.015554142164366852
5.0,1.5,0.011514978958536795,0.015579579349811842
6.0,1.75,0.011229444843511821,0.015574078431164337
7.0,2.0,0.010986662295383986,0.01560053948491806
8.0,2.25,0.010799678190789537,0.015606351377251224
9.0,2.5,0.010583233747219936,0.015651537376940642
10.0,2.75,0.01034049565718931,0.015644929780813457
11.0,3.0,0.010127565343979591,0.015710267594654374
12.0,3.25,0.009968394017741267,0.01574673396792187
13.0,3.5,0.009848574137303688,0.015789231868322946
14.0,3.75,0.009607635714828863,0.015781400712070036
15.0,4.0,0.009479615045431081,0.01581446230697212
