parameter_index,parameter,log_loss_train,log_loss_validation
0.0,0.07,0.0149397952946616,0.015584848924769702
1.0,0.08,0.014560459792931777,0.01551621311737761
2.0,0.09,0.014217424208441779,0.01546033534243698
3.0,0.1,0.013769873182422685,0.015413993181225482
4.0,0.11,0.013361590851626134,0.01546244982675257
5.0,0.12,0.013005571518374481,0.015417802384465534
6.0,0.13,0.012662159652888257,0.015471351188021412
