parameter_index,parameter,log_loss_train,log_loss_validation
0.0,8.0,,0.02472731201812131
1.0,16.0,0.010506430959885744,0.016808192079870464
2.0,24.0,0.013019989243617275,0.01570628761805988
3.0,32.0,0.014398737011229087,0.015500744595992183
4.0,40.0,0.01515836946477781,0.015610511738056772
5.0,48.0,0.015766738608748304,0.01570938677396251
6.0,56.0,0.01605689427572308,0.015769159011268834
7.0,64.0,0.016266817777073082,0.01584115845296728
