parameter_index,parameter,log_loss_train,log_loss_validation
0.0,0.1,0.014892269429618847,0.015615123489757207
1.0,0.2,0.014762372116915543,0.015621427723311097
2.0,0.3,0.01484603855229871,0.015535239618742308
3.0,0.4,0.014767969077970634,0.015528680871249242
4.0,0.5,0.014643473479091266,0.015502492016506645
5.0,0.6,0.01441655017466119,0.015548580715361852
6.0,0.7,0.014403130304800307,0.015516761233838735
