parameter_index,parameter,log_loss_train,log_loss_validation
0.0,0.5,0.013460932886976352,0.015416086346002741
1.0,0.75,0.013106356994129015,0.015419320805189457
2.0,1.0,0.012793089461519974,0.015422502584868897
3.0,1.25,0.012472316487024352,0.015422919723518402
4.0,1.5,0.01222366511995871,0.01544635301271155
5.0,1.75,0.01197593347585923,0.015413099186776549
6.0,2.0,0.01177118664564944,0.015453663979981205
7.0,2.25,0.011576745043791454,0.015479402774863225
8.0,2.5,0.011364262439514957,0.015475771278547528
9.0,2.75,0.011166388175965726,0.015488310342786334
10.0,3.0,0.011012164527958175,0.015487964276319932
11.0,3.25,0.010858699434155291,0.01551365871471928
12.0,3.5,0.010645808154847522,0.015530372075471319
